RowID;In which country do you work?;What type of organization do you work for?;Name of your organization:  (optional;Which role applies primarily to you?;Which other role applies to you?  (optional;At what political level?;At what other political level?  (optional;What is your gender identity?;What are your main fields of application?;In which other fields of applications do your work?  (optional;What is your age?;You are primarily...;What type of geospatial data do you primarily use?;What kind of other environmental data sets do you use?  (optiona;What other geospatial data sets do you use?  (optional;At what level of scale do you primarily work with geospatial data?;What level of scale you primarily work with geospatial data? (optional);How important are the following features of geospatial data to you?: Data is easy to find online.;How important are the following features of geospatial data to you?: Data has a clear and accessible license.;How important are the following features of geospatial data to you?: Data can be retrieved via domain-relevant community standards.;How important are the following features of geospatial data to you?: Data can be retrieved via open protocols.;How important are the following features of geospatial data to you?: Data is rich with understandable metadata.;How important are the following features of geospatial data to you?: Data is interoperable with other data sets.;How important are the following features of geospatial data to you?: Data can be easily integrated in existing workflows.;How important are the following features of geospatial data to you?: Source of data is well transparent and documented.;How important are the following features of geospatial data to you?: Data can be reproduced.;How important are the following features of geospatial data to you?: Data is open.;Other features that are very or extremely important to you?  (optional;How problematic do you find the following features of geospatial data?: Data are not open.;How problematic do you find the following features of geospatial data?: Data have poor / incomplete metadata.;How problematic do you find the following features of geospatial data?: Data are not available in the right formats.;How problematic do you find the following features of geospatial data?: Data need to be ordered.;How problematic do you find the following features of geospatial data?: Data access requires identification / registration;Other features that are very or extremely problematic to you? (optional;What is your favorite approach to finding geospatial data?;Which other approach you use to find geospatial data? (optional;How familiar are you with the FAIR data principles?;How important are the following FAIR principles for you?: Data must be easy and quick to find.;How important are the following FAIR principles for you?: Data must be easily accessible.;How important are the following FAIR principles for you?: Data must be easily integrated into existing applications.;How important are the following FAIR principles for you?: Data must be interoperable with other data sets.;How important are the following FAIR principles for you?: Data must be reproducible.;How important are the following FAIR principles for you?: Data must be reusable.;Have you already worked with FAIR data?;Which FAIR data sets have you worked with? (optional);For what specific reason(s) have you not used FAIR data before? (optional);From your point of view, is there a difference between FAIR data and open data?;What do you think are the biggest barriers to use FAIR data? Select your top ;Any other barriers to use FAIR data? (optional);What do you think are the biggest barriers to use open data? Select your top ;Any other barriers to use open data? (optional);What type of geospatial data do you produce / provide?;What kind of other environmental data sets do you produce / provide?  (optiona;What other geospatial data sets do you produce / provide?  (optional;At what level of scale do you primarily produce / provide geospatial data?;At what level of scale you primarily produce / provide geospatial data? (optional);From your point of view: what are important features of geospatial data for the users?: Data is easy to find online.;From your point of view: what are important features of geospatial data for the users?: Data has a clear and accessible license.;From your point of view: what are important features of geospatial data for the users?: Data can be retrieved via domain-relevant community standards.;From your point of view: what are important features of geospatial data for the users?: Data can be retrieved via open protocols.;From your point of view: what are important features of geospatial data for the users?: Data is rich with understandable metadata.;From your point of view: what are important features of geospatial data for the users?: Data is interoperable with other data sets.;From your point of view: what are important features of geospatial data for the users?: Data can be easily integrated in existing workflows.;From your point of view: what are important features of geospatial data for the users?: Source of data is well transparent and documented.;From your point of view: what are important features of geospatial data for the users?: Data can be reproduced.;From your point of view: what are important features of geospatial data for the users?: Data is open.;Other features are extremely important to the users?  (optional;From your point of view: how problematic do users find the following features of geospatial data?: Data are not open.;From your point of view: how problematic do users find the following features of geospatial data?: Data have poor / incomplete metadata.;From your point of view: how problematic do users find the following features of geospatial data?: Data are not available in the right formats.;From your point of view: how problematic do users find the following features of geospatial data?: Data need to be ordered.;From your point of view: how problematic do users find the following features of geospatial data?: Data access requires identification / registration;Other features that are very or extremely problematic to users? (optional;How can users find the geospatial data you produce / provide?;Which other way do users find the geospatial data you produce / provide? (optional;How familiar are you with the FAIR data principles?;How important are the following FAIR principles to you?: Data must be easy and quick to find;How important are the following FAIR principles to you?: Data must be easily accessible;How important are the following FAIR principles to you?: Data must be easily integrated into existing applications;How important are the following FAIR principles to you?: Data must be interoperable with other data;How important are the following FAIR principles to you?: Data must be reproducible;How important are the following FAIR principles to you?: Dat must be reusable;Are you providing FAIR data?;What are the main barriers stopping you from providing FAIR data? (optional);Which FAIR data sets are you providing? (optional);From your point of view, is there a difference between FAIR data and open data?;What do you think are the biggest barriers to produce more FAIR data? Select your top 3!;Any other barrier(s) to produce more FAIR data? (optional);What do you think are the biggest barriers to produce more open data? Select your top 3!;Any other barrier(s) to produce more open data? (optional)
97;United Kingdom;Company;;Technician;;;;Man;"Infrastructure / transportation; Energy / mineral resources";;30 - 40 years;a user of geospatial data;"In-situ data; Other environmental data / information; Other geospatial data sets";Government and contractor supplied datasets;Government and contractor supplied datasets;Country;;Extremely important;Extremely important;Extremely important;Extremely important;Important;Very important;Important;Important;Important;Extremely important;;Slightly problematic;Slightly problematic;Very problematic;Extremely problematic;Problematic;;"Through web search (e.g. via Google, Bing, Ecosia); Through a commercial data provider";;Not familiar;Very important;Extremly important;Important;Important;Important;Very important;No;;I did not know about it.;I don’t kn;"Lack of knowledge about the benefits of FAIR data.; Lack of awareness of which data sets are FAIR (e.g. missing label or identifier).; Lack of guidelines how to use FAIR data.";;"Missing support (e.g. lack of contact person for questions).; Lack of continuity (e.g. no guaranteed continuation).; I don’t kn";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
98;Switzerland;Company;;Scientist;;;;Man;Climate / carbon;;40 - 50 years;a producer / provider of geospatial data;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"Open Satellite-based remote sensing data & derived products; Commercial Satellite-based remote sensing data & derived products";;;"Global; Continent; Country";;Very important;Important;Important;No opinion;Extremely important;Very important;Very important;Very important;Important;Extremely important;;Very problematic;Very problematic;Slightly problematic;Problematic;Not problematic;;"On a website; Through geospatial catalogs (e.g. geoportal); Through open repositories (e.g. zenodo)";;Not familiar;Extremely important;Extremely important;Important;Important;Important;Very important;I don't know;;;I don't know;I don't know;;"Concerns regarding sensible data (e.g. potential misuse); Restrictive policies (e.g. e.g. restrict data sharing guidelines)";
99;Spain;Research institute;CREAF;Technician;;;;Woman;"Climate / carbon; Nature conservation / biodiversity";;30 - 40 years;a user of geospatial data;"Open Satellite-based remote sensing data & derived products; Other remote sensing data & derived products (e.g. from airborne, UAVs, terrestrial laser scanner); In-situ data; Citizen science data; Other environmental data / information; Other geospatial data sets";;;Local;;Extremely important;Important;Very important;Very important;Extremely important;Extremely important;Very important;Extremely important;Very important;Very important;;Slightly problematic;Very problematic;Very problematic;Slightly problematic;Slightly problematic;;"Through web search (e.g. via Google, Bing, Ecosia); Through geospatial catalogs (e.g. geoportal)";;Slightly familiar;Extremly important;Extremly important;Very important;Extremly important;Very important;Extremly important;I don’t kn;;;Yes, FAIR data is not necessarily open;"Lack of knowledge about the benefits of FAIR data.; Lack of awareness of which data sets are FAIR (e.g. missing label or identifier).; Missing technical solutions (e.g. missing tools to read data).";;"Legal concerns regarding licensing (e.g. ownership & copyrights are unclear).; Concerns on metadata (e.g. uncomplete, too complex).; Lack of standards (e.g. unknown quality).";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
100;United States of America;University;Purdue University;Scientist;;;;Man;"Forestry; Nature conservation / biodiversity";;40 - 50 years;a user of geospatial data;"Open Satellite-based remote sensing data & derived products; In-situ data";;;Global;;Very important;Very important;Important;Important;Very important;Important;Important;Important;Extremely important;Very important;;Extremely problematic;Problematic;Very problematic;Slightly problematic;Problematic;;"Through web search (e.g. via Google, Bing, Ecosia); Through open repositories (e.g. zenodo); Through data hubs (e.g. Copernicus Open Access Hub, Sentinel Hub)";;Very familiar;Extremly important;Extremly important;Important;Very important;Extremly important;Extremly important;I don’t kn;;;Yes, FAIR data is not necessarily open;"Lack of awareness of which data sets are FAIR (e.g. missing label or identifier).; Missing technical solutions (e.g. missing tools to read data).; FAIR data is not necessarily open.";;"Missing support (e.g. lack of contact person for questions).; Lack of continuity (e.g. no guaranteed continuation).; Lack of standards (e.g. unknown quality).";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
101;United States of America;Government / public administration;Alaska Department of Fish and Game;Other;;;;Man;"Nature conservation / biodiversity; Infrastructure / transportation; Water resources; Energy / mineral resources; Other";Public lands;30 - 40 years;a user of geospatial data;"Open Satellite-based remote sensing data & derived products; In-situ data; Other geospatial data sets";;;Federal state / region;;Extremely important;Extremely important;Extremely important;Extremely important;Extremely important;Extremely important;Extremely important;Extremely important;Extremely important;Extremely important;;Extremely problematic;Extremely problematic;Slightly problematic;Slightly problematic;Extremely problematic;;"Through web search (e.g. via Google, Bing, Ecosia); Through geospatial catalogs (e.g. geoportal); Through data hubs (e.g. Copernicus Open Access Hub, Sentinel Hub)";;Not familiar;Important;Extremly important;Extremly important;Extremly important;Extremly important;Extremly important;No;;;I don’t kn;"Lack of knowledge about the benefits of FAIR data.; Lack of awareness of which data sets are FAIR (e.g. missing label or identifier).; Lack of guidelines how to use FAIR data.";;"Legal concerns regarding licensing (e.g. ownership & copyrights are unclear).; Lack of continuity (e.g. no guaranteed continuation).; Lack of standards (e.g. unknown quality).";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
102;Canada;Company;;Technician;;;;"Woman; Man; Transgender; Non-binary / non-conforming; Prefer not to respond";Forestry;;30 - 40 years;a user of geospatial data;"Open Satellite-based remote sensing data & derived products; Commercial Satellite-based remote sensing data & derived products; Other remote sensing data & derived products (e.g. from airborne, UAVs, terrestrial laser scanner); In-situ data; Other environmental data / information; Other geospatial data sets";;;Federal state / region;;Extremely important;Extremely important;No opinion;Slightly important;Slightly important;Extremely important;Extremely important;Extremely important;Extremely important;Slightly important;;Slightly problematic;Problematic;Very problematic;Very problematic;Very problematic;;"Through web search (e.g. via Google, Bing, Ecosia); Through geospatial catalogs (e.g. geoportal); Through data hubs (e.g. Copernicus Open Access Hub, Sentinel Hub); Through a commercial data provider";;Not familiar;Extremly important;Extremly important;Extremly important;Extremly important;Important;Important;No;;;I don’t kn;"Lack of knowledge about the benefits of FAIR data.; Lack of awareness of which data sets are FAIR (e.g. missing label or identifier).; Lack of guidelines how to use FAIR data.";;"Legal concerns regarding licensing (e.g. ownership & copyrights are unclear).; Concerns on metadata (e.g. uncomplete, too complex).; Missing support (e.g. lack of contact person for questions).";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
103;Italy;Other;European Space Agency;Other;;;;Man;"Forestry; Water resources";;40 - 50 years;a producer / provider of geospatial data;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Open Satellite-based remote sensing data & derived products;;;Global;;Extremely important;Very important;Very important;Extremely important;Extremely important;Extremely important;Very important;Very important;Extremely important;Extremely important;;Extremely problematic;Very problematic;Problematic;Very problematic;Slightly problematic;;"On a website; Through data hubs (e.g. Copernicus Open Access Hub, Sentinel Hub)";;Familiar;Slightly important;Important;Important;Very important;Extremely important;Extremely important;Yes;;;Yes, FAIR data is not necessarily open;"Lack of resources (e.g. personnel, time); Missing technical solutions (e.g. missing tools); Restrictive policies (e.g. restrict data sharing guidelines)";;"Competitive disadvantage (e.g. missing business opportunities; Legal concerns regarding privacy protection (e.g. potential violation of personal rights); Concerns regarding sensible data (e.g. potential misuse)";
104;France;Research institute;;Scientist;;;;Man;Climate / carbon;;30 - 40 years;a user of geospatial data;"Open Satellite-based remote sensing data & derived products; Other remote sensing data & derived products (e.g. from airborne, UAVs, terrestrial laser scanner); In-situ data";;;"Global; Local";;Very important;Important;Slightly important;Important;Extremely important;Very important;Important;Extremely important;Important;Very important;Fair towards data providers (especially in situ data) => Extremely important;Slightly problematic;Extremely problematic;Slightly problematic;Slightly problematic;Not problematic;;"Through geospatial catalogs (e.g. geoportal); Through data hubs (e.g. Copernicus Open Access Hub, Sentinel Hub)";;Familiar;Important;Important;Slightly important;Important;Important;Important;No;;;Yes, FAIR data is not necessarily open;Lack of awareness of which data sets are FAIR (e.g. missing label or identifier).;Huge barrier, cf. https://doi.org/10.1038/s41559-022-01738-7;Lack of continuity (e.g. no guaranteed continuation).;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
105;United States of America;Government / public administration;;Other;Systems Administrator;;;Man;Atmosphere / weather;;50 - 60 years;a producer / provider of geospatial data;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Other geospatial data sets;;Point layers with station information;Local;;Extremely important;Important;Very important;Important;Very important;Important;Important;Very important;Important;Important;;Slightly problematic;Problematic;Problematic;Problematic;Slightly problematic;;On a website;;Not familiar;Important;Important;Important;Important;Important;Important;No;;;I don't know;I don't know;;I don't know;
106;Italy;Research institute;National Research Council of Italy (CNR);Scientist;;;;Man;"Climate / carbon; Risk / hazards; Water resources";;40 - 50 years;a producer / provider of geospatial data;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"Open Satellite-based remote sensing data & derived products; In-situ data";;;"Global; Country";;Extremely important;Very important;Extremely important;Extremely important;Very important;Extremely important;Extremely important;Very important;Extremely important;Extremely important;Easy understanding of the information content of the data;Extremely problematic;Very problematic;Problematic;Extremely problematic;Problematic;;"On a website; Through open repositories (e.g. zenodo)";;Very;Extremely important;Extremely important;Extremely important;Extremely important;Extremely important;Extremely important;Yes;;e.g., SM2RAIN-ASCAT: https://doi.org/10.5281/zenodo.2591214;Yes, FAIR data is not necessarily open;"Lack of resources (e.g. personnel, time); Missing incentives (e.g. uncertain benefit, lack of recognition); Lack of guidelines (e.g. guidelines are missing, incomplete or unclear)";;"Competitive disadvantage (e.g. missing business opportunities; Missing infrastructure (e.g. large data traffic overloads system)";
107;Netherlands;University;;Scientist;;;;Man;Forestry;;30 - 40 years;a producer / provider of geospatial data;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Open Satellite-based remote sensing data & derived products;;;"Global; Continent; Country; Local";;Extremely important;Extremely important;Very important;Very important;Very important;Important;Extremely important;Very important;Very important;Very important;;Problematic;Slightly problematic;Very problematic;Very problematic;Very problematic;;"On a website; Through commercial data provider";;Familiar;Very important;Very important;Very important;Very important;Very important;Very important;Partially;;;I don't know;"Lack of resources (e.g. personnel, time); Restrictive policies (e.g. restrict data sharing guidelines); Lack of guidelines (e.g. guidelines are missing, incomplete or unclear)";;"Restrictive policies (e.g. e.g. restrict data sharing guidelines); Missing infrastructure (e.g. large data traffic overloads system)";
108;United States of America;Non-governmental organization;World Resources Institute;Technician;;;;Man;"Climate / carbon; Agriculture / land degradation; Forestry; Nature conservation / biodiversity";;50 - 60 years;a producer / provider of geospatial data;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Open Satellite-based remote sensing data & derived products;;;Global;;Extremely important;Extremely important;Important;Very important;Important;Slightly important;Very important;Extremely important;Very important;Extremely important;easy downloadable and able to be used  for own purpose of the user. Also on GEE to do own anaysis;Extremely problematic;Problematic;Problematic;Extremely problematic;Slightly problematic;not easy to find, not easy to downloads, not easy to be used by user for her/his own purpose;On a website;;Not familiar;Extremely important;Extremely important;Extremely important;Very important;Important;No opinion;Yes;;GFW forest change data;Yes, FAIR data is not necessarily open;"Lack of resources (e.g. personnel, time); Disagreement on data use (e.g. potential misuse)";Often FAIR data is perceived by users as not-reliable, a one off dataset, not developed with specific country/purpose in mind, not developed by national entity, . ;"Competitive disadvantage (e.g. missing business opportunities; Legal concerns regarding privacy protection (e.g. potential violation of personal rights); Concerns regarding sensible data (e.g. potential misuse)";
109;Germany;Research institute;;Scientist;;;;Woman;"Risk / hazards; Agriculture / land degradation; Forestry; Nature conservation / biodiversity; Infrastructure / transportation";;30 - 40 years;a user of geospatial data;"Open Satellite-based remote sensing data & derived products; Commercial Satellite-based remote sensing data & derived products; Other environmental data / information";publicly available geospatial data (e.g. vector data);;"Federal state / region; Local";;Extremely important;Very important;Slightly important;Very important;Very important;Very important;Extremely important;Very important;Slightly important;Extremely important;;Problematic;Slightly problematic;Very problematic;Extremely problematic;Very problematic;;"Through web search (e.g. via Google, Bing, Ecosia); Through data hubs (e.g. Copernicus Open Access Hub, Sentinel Hub); Through a commercial data provider";;Familiar;Very important;Extremly important;Extremly important;Very important;Slightly important;Very important;Yes;;;No, FAIR data is always open;"Lack of knowledge about the benefits of FAIR data.; Lack of awareness of which data sets are FAIR (e.g. missing label or identifier).; Concerns about licensing.";;"Legal concerns regarding licensing (e.g. ownership & copyrights are unclear).; Lack of standards (e.g. unknown quality).";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
110;United Kingdom;University;Aberystwyth University;Scientist;;;;Woman;Forestry;;40 - 50 years;a user of geospatial data;Open Satellite-based remote sensing data & derived products;;;Global;;Very important;Very important;Important;Very important;Extremely important;Important;Important;Extremely important;Very important;Extremely important;;Extremely problematic;Very problematic;No opinion;Extremely problematic;Not problematic;Lack of clear documentation including caveats and uncertainties.;Through web search (e.g. via Google, Bing, Ecosia);;Not familiar;Extremly important;Extremly important;Important;Important;Very important;Very important;I don’t kn;;;I don’t kn;"Lack of awareness of which data sets are FAIR (e.g. missing label or identifier).; I don’t kn";Lack of awareness of FAIR;Concerns on metadata (e.g. uncomplete, too complex).;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
111;Netherlands;Research institute;Wageningen University and Research;Student;;;;Man;Forestry;;30 - 40 years;a user of geospatial data;"Open Satellite-based remote sensing data & derived products; In-situ data";;;Global;;Extremely important;Very important;Important;Important;Extremely important;Important;Very important;Very important;Very important;Extremely important;with peer reviewed publication;Very problematic;Very problematic;Problematic;Slightly problematic;Problematic;;"Through web search (e.g. via Google, Bing, Ecosia); Through data hubs (e.g. Copernicus Open Access Hub, Sentinel Hub); Other";google scholar;Very familiar;Extremly important;Extremly important;Very important;Very important;Very important;Very important;Yes;;;No, FAIR data is always open;"Lack of guidelines how to use FAIR data.; Missing technical solutions (e.g. missing tools to read data).";;Lack of standards (e.g. unknown quality).;local storage if using high resolution global data ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
112;Germany;Research institute;GFZ Potsdam;Technician;;;;Woman;"Risk / hazards; Agriculture / land degradation; Forestry; Nature conservation / biodiversity; Infrastructure / transportation; Water resources";;30 - 40 years;a user of geospatial data;Open Satellite-based remote sensing data & derived products;;;"Global; Country";;Very important;Extremely important;Very important;Very important;Very important;Very important;Very important;Very important;No opinion;Extremely important;;Problematic;Slightly problematic;Slightly problematic;Very problematic;Not problematic;;"Through web search (e.g. via Google, Bing, Ecosia); Through geospatial catalogs (e.g. geoportal); Through data hubs (e.g. Copernicus Open Access Hub, Sentinel Hub)";;Slightly familiar;Very important;Extremly important;Very important;Very important;No opinion;Very important;I don’t kn;;;Yes, FAIR data is not necessarily open;"Lack of knowledge about the benefits of FAIR data.; Lack of awareness of which data sets are FAIR (e.g. missing label or identifier).; FAIR data is not necessarily open.";;"Lack of continuity (e.g. no guaranteed continuation).; Lack of standards (e.g. unknown quality).";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
113;Netherlands;University;Wageningen University & Research;Scientist;;;;Man;"Agriculture / land degradation; Forestry";;20 - 30 years;a user of geospatial data;Open Satellite-based remote sensing data & derived products;;;Global;;Extremely important;Important;Very important;Important;Very important;Important;Very important;Important;Slightly important;Extremely important;;Extremely problematic;Problematic;Problematic;Not problematic;Not problematic;;"Through web search (e.g. via Google, Bing, Ecosia); Through geospatial catalogs (e.g. geoportal); Through data hubs (e.g. Copernicus Open Access Hub, Sentinel Hub)";;Very familiar;Very important;Extremly important;Very important;Important;Slightly important;Important;Yes;Sentinel-2, Landsat imagery, and generally most datasets from Copernicus and USGS/NASA;;Yes, FAIR data is not necessarily open;"Missing technical solutions (e.g. missing tools to read data).; FAIR data is not necessarily open.";;"Missing technical solutions (e.g. lack of tools to process data).; Lack of standards (e.g. unknown quality).";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
114;Germany;Research institute;;Scientist;;;;Man;"Climate / carbon; Agriculture / land degradation; Forestry; Nature conservation / biodiversity";;40 - 50 years;a producer / provider of geospatial data;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"Open Satellite-based remote sensing data & derived products; Other remote sensing data & derived products (e.g. from airborne, UAVs, terrestrial laser scanner); In-situ data";;;"Global; Continent; Country";;Extremely important;Important;Very important;Very important;Important;Important;Extremely important;Very important;Very important;Extremely important;;Extremely problematic;Problematic;Very problematic;Extremely problematic;Very problematic;;"On a website; Through geospatial catalogs (e.g. geoportal); Through open repositories (e.g. zenodo); Through data hubs (e.g. Copernicus Open Access Hub, Sentinel Hub)";;Familiar;Extremely important;Extremely important;Extremely important;Important;Very important;Important;Yes;;;Yes, FAIR data is not necessarily open;"Lack of resources (e.g. personnel, time); Missing incentives (e.g. uncertain benefit, lack of recognition); Lack of guidelines (e.g. guidelines are missing, incomplete or unclear)";;"Competitive disadvantage (e.g. missing business opportunities; Disagreement on data use (e.g. use case is against ethical and moral principles of producer); Concerns regarding sensible data (e.g. potential misuse)";
